coil_id,production_date,shift_code,thickness_mm,width_mm,mass_out_tons,Hours,Grade,NextProcess,total_cycle_time_min,start_datetime,end_datetime
7255006,2024-04-04,A,2.96,1252,23.02,15:26:14,AC2 31,4,17.05305716666667,2024-04-04 20:36:21.085771,2024-04-04 20:53:24.269201
7262041,2024-04-04,A,1.4,1223,9.22,15:50:39,AC2 31,13,12.255756966666667,2024-04-05 01:45:12.615321,2024-04-05 01:57:27.960739
7252063,2024-04-04,A,2.0,1225,6.26,15:03:03,AC2 31,13,12.3554279,2024-04-04 20:06:37.041040,2024-04-04 20:18:58.366714
7222023,2024-04-04,D,2.9,1236,22.98,15:13:35,AC2 31,13,16.738865816666667,2024-04-04 09:09:28.834131,2024-04-04 09:26:13.166080
7262041,2024-04-04,A,1.4,1223,0.0,15:51:10,AC2 31,13,12.255756966666667,2024-04-05 01:45:12.615321,2024-04-05 01:57:27.960739
7259052,2024-04-05,A,1.4,1234,5.48,15:28:07,AC2 31,13,13.364814416666666,2024-04-05 15:46:56.624861,2024-04-05 16:00:18.513726
7260085,2024-04-05,A,1.75,1227,23.76,15:19:19,AC2 31,13,11.459448783333332,2024-04-05 16:48:16.688608,2024-04-05 16:59:44.255535
7260068,2024-04-05,A,1.75,1227,23.08,15:03:08,AC2 31,13,10.856927983333332,2024-04-05 16:24:46.706700,2024-04-05 16:35:38.122379
7259052,2024-04-05,A,1.4,1234,17.86,15:36:06,AC2 31,13,13.364814416666666,2024-04-05 15:46:56.624861,2024-04-05 16:00:18.513726
7258050,2024-04-05,A,1.4,1229,1.36,15:48:32,AC2 31,13,11.7259614,2024-04-05 14:35:21.742716,2024-04-05 14:47:05.300400
7259052,2024-04-05,A,1.4,1234,0.0,15:41:00,AC2 31,13,13.364814416666666,2024-04-05 15:46:56.624861,2024-04-05 16:00:18.513726
7411062,2024-04-06,C,1.6,1233,5.54,15:11:06,AC2 31,13,11.421442966666666,2024-04-06 22:47:44.030080,2024-04-06 22:59:09.316658
7411062,2024-04-06,C,1.6,1233,15.12,15:00:34,AC2 31,13,11.421442966666666,2024-04-06 22:47:44.030080,2024-04-06 22:59:09.316658
7416063,2024-04-06,B,1.5,1226,18.98,15:27:21,AC5 34,13,10.811101566666668,2024-04-07 08:25:51.687638,2024-04-07 08:36:40.353732
7416049,2024-04-06,C,1.5,1232,17.22,15:46:24,AC5 34,13,10.585481466666666,2024-04-07 04:02:26.259149,2024-04-07 04:13:01.388037
7416053,2024-04-06,C,1.5,1228,1.1,15:57:40,AC5 34,13,10.735774716666667,2024-04-07 05:18:58.369103,2024-04-07 05:29:42.515586
7416063,2024-04-06,B,1.5,1226,2.32,15:17:09,AC5 34,13,10.811101566666668,2024-04-07 08:25:51.687638,2024-04-07 08:36:40.353732
7416049,2024-04-06,C,1.5,1232,0.8,15:35:19,AC5 34,13,10.585481466666666,2024-04-07 04:02:26.259149,2024-04-07 04:13:01.388037
7416049,2024-04-06,C,1.5,1232,4.68,15:51:48,AC5 34,13,10.585481466666666,2024-04-07 04:02:26.259149,2024-04-07 04:13:01.388037
7264127,2024-04-07,C,3.2,1234,11.24,15:04:51,AC2 31,13,15.488369833333334,2024-04-07 12:37:05.449033,2024-04-07 12:52:34.751223
7264127,2024-04-07,C,3.2,1234,11.42,15:11:48,AC2 31,13,15.488369833333334,2024-04-07 12:37:05.449033,2024-04-07 12:52:34.751223
7255085,2024-04-07,C,2.3,1192,4.26,15:50:28,RC3 1,13,16.642898183333333,2024-04-07 10:52:46.905010,2024-04-07 11:09:25.478901
7408032,2024-04-08,D,4.5,1511,22.28,15:38:27,AC5 32,13,15.735380533333334,2024-04-08 09:15:39.232227,2024-04-08 09:31:23.355059
7408032,2024-04-08,D,4.5,1511,2.1,15:23:19,AC5 32,13,15.735380533333334,2024-04-08 09:15:39.232227,2024-04-08 09:31:23.355059
7418056,2024-04-09,B,1.4,1233,20.06,15:11:07,AC2 31,13,12.310779766666666,2024-04-09 21:41:30.536047,2024-04-09 21:53:49.182833
7413051,2024-04-09,A,2.4,1232,22.68,15:57:21,AC2 31,13,15.92392575,2024-04-09 07:35:54.058376,2024-04-09 07:51:49.493921
7418045,2024-04-09,A,1.4,1233,19.78,15:34:37,AC2 31,13,12.31089905,2024-04-09 16:37:10.961201,2024-04-09 16:49:29.615144
7418056,2024-04-09,B,1.4,1233,1.14,15:00:49,AC2 31,13,12.310779766666666,2024-04-09 21:41:30.536047,2024-04-09 21:53:49.182833
7418056,2024-04-09,B,1.4,1233,1.6,15:15:08,AC2 31,13,12.310779766666666,2024-04-09 21:41:30.536047,2024-04-09 21:53:49.182833
7418045,2024-04-09,A,1.4,1233,0.0,15:22:33,AC2 31,13,12.31089905,2024-04-09 16:37:10.961201,2024-04-09 16:49:29.615144
7418045,2024-04-09,A,1.4,1233,1.48,15:40:47,AC2 31,13,12.31089905,2024-04-09 16:37:10.961201,2024-04-09 16:49:29.615144
7421041,2024-04-11,C,1.4,1231,19.28,15:07:53,AC2 31,13,10.6191147,2024-04-11 10:26:14.173738,2024-04-11 10:36:51.320620
7419030,2024-04-11,C,1.8,1235,21.74,15:46:05,AC2 31,13,11.316056266666667,2024-04-11 09:19:39.082019,2024-04-11 09:30:58.045395
9810410,2024-04-11,C,1.75,1230,21.92,15:29:33,AC2 31,13,11.069715816666667,2024-04-11 14:23:11.913838,2024-04-11 14:34:16.096787
7421041,2024-04-11,C,1.4,1231,1.82,15:14:17,AC2 31,13,10.6191147,2024-04-11 10:26:14.173738,2024-04-11 10:36:51.320620
7421039,2024-04-12,D,1.5,1231,21.26,15:14:45,AC2 31,13,11.832064800000001,2024-04-12 10:30:13.508726,2024-04-12 10:42:03.432614
7429049,2024-04-12,A,1.4,1227,22.2,15:58:19,AC2 31,13,11.891397633333334,2024-04-12 20:18:03.110537,2024-04-12 20:29:56.594395
7429040,2024-04-12,D,1.4,1229,20.34,15:35:04,AC2 31,13,11.560089549999999,2024-04-12 15:50:14.733087,2024-04-12 16:01:48.338460
7421039,2024-04-12,D,1.5,1231,0.92,15:05:54,AC2 31,13,11.832064800000001,2024-04-12 10:30:13.508726,2024-04-12 10:42:03.432614
7421039,2024-04-12,D,1.5,1231,0.68,15:15:33,AC2 31,13,11.832064800000001,2024-04-12 10:30:13.508726,2024-04-12 10:42:03.432614
7429048,2024-04-12,A,1.4,1232,1.4,15:58:42,AC2 31,13,12.008939616666668,2024-04-12 19:53:13.011526,2024-04-12 20:05:13.547903
7429049,2024-04-12,A,1.4,1227,1.2,15:41:40,AC2 31,13,11.891397633333334,2024-04-12 20:18:03.110537,2024-04-12 20:29:56.594395
7429040,2024-04-12,D,1.4,1229,1.5,15:24:35,AC2 31,13,11.560089549999999,2024-04-12 15:50:14.733087,2024-04-12 16:01:48.338460
7151023,2024-04-13,A,2.4,1235,22.84,15:22:17,AC2 31,13,19.0225774,2024-04-13 06:23:03.909363,2024-04-13 06:42:05.264007
7242067,2024-04-13,A,2.0,1239,21.36,15:10:42,AC2 31,13,13.0184615,2024-04-13 09:49:53.121746,2024-04-13 10:02:54.229436
7432036,2024-04-13,A,1.4,1230,19.06,15:56:55,AC2 31,13,10.95678875,2024-04-14 07:57:38.580481,2024-04-14 08:08:35.987806
7432050,2024-04-13,A,1.4,1229,20.74,15:36:22,AC2 31,13,12.912681183333332,2024-04-14 09:30:30.393925,2024-04-14 09:43:25.154796
7242067,2024-04-13,A,2.0,1239,0.66,15:02:44,AC2 31,13,13.0184615,2024-04-13 09:49:53.121746,2024-04-13 10:02:54.229436
7432036,2024-04-13,A,1.4,1230,2.06,15:49:08,AC2 31,13,10.95678875,2024-04-14 07:57:38.580481,2024-04-14 08:08:35.987806
7432036,2024-04-13,A,1.4,1230,1.66,15:58:25,AC2 31,13,10.95678875,2024-04-14 07:57:38.580481,2024-04-14 08:08:35.987806
7432050,2024-04-13,A,1.4,1229,1.46,15:25:50,AC2 31,13,12.912681183333332,2024-04-14 09:30:30.393925,2024-04-14 09:43:25.154796
7432050,2024-04-13,A,1.4,1229,1.24,15:36:47,AC2 31,13,12.912681183333332,2024-04-14 09:30:30.393925,2024-04-14 09:43:25.154796
7431041,2024-04-14,C,1.4,1228,18.56,15:23:23,AC2 31,13,10.886894033333334,2024-04-15 03:01:41.292146,2024-04-15 03:12:34.505788
7152018,2024-04-14,B,2.4,1234,22.3,15:08:57,AC2 31,13,16.12459795,2024-04-14 07:00:02.293677,2024-04-14 07:16:09.769554
7431041,2024-04-14,C,1.4,1228,2.46,15:23:45,AC2 31,13,10.886894033333334,2024-04-15 03:01:41.292146,2024-04-15 03:12:34.505788
7431041,2024-04-14,C,1.4,1228,1.9,15:15:46,AC2 31,13,10.886894033333334,2024-04-15 03:01:41.292146,2024-04-15 03:12:34.505788
7431048,2024-04-14,C,1.4,1231,0.0,15:34:45,AC2 31,13,10.6669839,2024-04-15 05:05:05.758145,2024-04-15 05:15:45.777179
7429056,2024-04-15,D,1.8,1213,20.44,15:35:24,AC1 37,13,11.616048333333334,2024-04-15 22:44:53.958167,2024-04-15 22:56:30.921067
7429058,2024-04-15,D,1.8,1210,21.0,15:17:42,AC1 37,13,11.781899633333333,2024-04-15 23:06:51.982474,2024-04-15 23:18:38.896452
7429059,2024-04-15,D,1.8,1211,22.96,15:53:23,AC1 37,13,12.349551583333332,2024-04-15 23:18:38.896452,2024-04-15 23:30:59.869547
7429056,2024-04-15,D,1.8,1213,2.62,15:24:57,AC1 37,13,11.616048333333334,2024-04-15 22:44:53.958167,2024-04-15 22:56:30.921067
7429058,2024-04-15,D,1.8,1210,2.08,15:08:34,AC1 37,13,11.781899633333333,2024-04-15 23:06:51.982474,2024-04-15 23:18:38.896452
7265056,2024-04-16,D,1.75,1233,20.02,15:57:59,AC5 34,13,11.000905816666666,2024-04-16 13:41:45.167687,2024-04-16 13:52:45.222036
7427069,2024-04-16,A,1.85,1233,22.94,15:37:16,AC2 31,13,12.501985283333333,2024-04-16 20:30:02.511515,2024-04-16 20:42:32.630632
7432055,2024-04-16,A,1.5,1234,21.58,15:14:34,AC2 31,13,10.8328548,2024-04-17 00:57:59.829027,2024-04-17 01:08:49.800315
7432055,2024-04-16,A,1.5,1234,1.52,15:01:52,AC2 31,13,10.8328548,2024-04-17 00:57:59.829027,2024-04-17 01:08:49.800315
7265056,2024-04-16,D,1.75,1233,2.48,15:44:22,AC5 34,13,11.000905816666666,2024-04-16 13:41:45.167687,2024-04-16 13:52:45.222036
7427060,2024-04-17,A,2.0,1228,5.66,15:08:50,AC2 31,13,13.502449333333335,2024-04-17 14:49:55.426399,2024-04-17 15:03:25.573359
7435049,2024-04-17,B,1.5,1231,20.88,15:49:24,AC2 32,13,12.290834083333333,2024-04-17 23:17:39.292509,2024-04-17 23:29:56.742554
7427060,2024-04-17,A,2.0,1228,5.64,15:19:37,AC2 31,13,13.502449333333335,2024-04-17 14:49:55.426399,2024-04-17 15:03:25.573359
7427060,2024-04-17,A,2.0,1228,5.5,15:24:50,AC2 31,13,13.502449333333335,2024-04-17 14:49:55.426399,2024-04-17 15:03:25.573359
7427060,2024-04-17,A,2.0,1228,5.68,15:13:04,AC2 31,13,13.502449333333335,2024-04-17 14:49:55.426399,2024-04-17 15:03:25.573359
7435049,2024-04-17,B,1.5,1231,1.94,15:37:46,AC2 32,13,12.290834083333333,2024-04-17 23:17:39.292509,2024-04-17 23:29:56.742554
7404070,2024-04-18,B,2.5,954,16.28,15:00:47,AC2 32,4,16.66642463333333,2024-04-18 10:02:41.474305,2024-04-18 10:19:21.459783
7235067,2024-04-18,B,1.8,1172,10.44,15:49:12,AC2 31,13,11.098008216666667,2024-04-18 07:43:27.411344,2024-04-18 07:54:33.291837
7235067,2024-04-18,B,1.8,1172,10.88,15:55:38,AC2 31,13,11.098008216666667,2024-04-18 07:43:27.411344,2024-04-18 07:54:33.291837
7235065,2024-04-18,B,1.8,1172,10.38,15:32:15,AC2 31,13,12.20520975,2024-04-18 06:57:07.007183,2024-04-18 07:09:19.319768
7235065,2024-04-18,B,1.8,1172,10.96,15:37:52,AC2 31,13,12.20520975,2024-04-18 06:57:07.007183,2024-04-18 07:09:19.319768
7235064,2024-04-18,B,1.8,1174,10.52,15:11:25,AC2 31,13,11.267883533333332,2024-04-18 06:34:52.641897,2024-04-18 06:46:08.714909
7235064,2024-04-18,B,1.8,1174,10.8,15:19:49,AC2 31,13,11.267883533333332,2024-04-18 06:34:52.641897,2024-04-18 06:46:08.714909
7404070,2024-04-18,B,2.5,954,0.82,15:01:00,AC2 32,4,16.66642463333333,2024-04-18 10:02:41.474305,2024-04-18 10:19:21.459783
7221032,2024-04-19,C,1.86,1261,24.92,15:20:19,AC1 33,4,11.956202583333333,2024-04-19 07:15:37.546185,2024-04-19 07:27:34.918340
7420020,2024-04-19,C,4.0,1329,17.06,15:30:49,AC1 33,4,16.129476333333333,2024-04-19 11:41:49.869634,2024-04-19 11:57:57.638214
7420020,2024-04-19,C,4.0,1329,7.68,15:34:51,AC1 33,4,16.129476333333333,2024-04-19 11:41:49.869634,2024-04-19 11:57:57.638214
7442039,2024-04-19,D,1.5,1227,21.88,15:04:37,AC2 31,13,10.557926316666668,2024-04-20 01:06:56.744407,2024-04-20 01:17:30.219986
7442049,2024-04-19,D,1.5,1231,22.18,15:51:33,AC2 31,13,11.955577,2024-04-20 04:37:33.643620,2024-04-20 04:49:30.978240
7221032,2024-04-19,C,1.86,1261,0.38,15:20:47,AC1 33,4,11.956202583333333,2024-04-19 07:15:37.546185,2024-04-19 07:27:34.918340
7442049,2024-04-19,D,1.5,1231,1.3,15:38:19,AC2 31,13,11.955577,2024-04-20 04:37:33.643620,2024-04-20 04:49:30.978240
0360343,2024-04-20,D,1.75,1174,20.5,15:27:34,AC2 31,13,11.793187533333334,2024-04-20 07:19:13.077236,2024-04-20 07:31:00.668488
7442058,2024-04-20,D,1.5,1226,23.52,15:14:19,AC2 31,13,12.24922295,2024-04-21 07:46:19.339415,2024-04-21 07:58:34.292792
0360350,2024-04-20,D,1.8,1270,20.68,15:57:05,AC2 31,13,10.717750833333334,2024-04-20 08:12:15.067056,2024-04-20 08:22:58.132106
0360347,2024-04-20,D,1.75,1228,21.04,15:41:08,AC1 37,13,10.84951275,2024-04-20 07:31:00.668488,2024-04-20 07:41:51.639253
0360343,2024-04-20,D,1.75,1174,0.48,15:30:24,AC2 31,13,11.793187533333334,2024-04-20 07:19:13.077236,2024-04-20 07:31:00.668488
0360350,2024-04-20,D,1.8,1270,1.4,15:48:36,AC2 31,13,10.717750833333334,2024-04-20 08:12:15.067056,2024-04-20 08:22:58.132106
7442044,2024-04-20,D,1.5,1228,1.1,15:00:47,AC2 31,13,11.640148666666667,2024-04-21 06:06:18.883901,2024-04-21 06:17:57.292821
7431062,2024-04-21,A,1.8,1173,21.16,15:41:30,AC2 31,13,12.084683416666667,2024-04-21 16:27:19.699556,2024-04-21 16:39:24.780561
7437058,2024-04-21,B,1.8,1205,22.96,15:26:28,AC1 37,13,12.061895483333332,2024-04-21 19:24:01.040368,2024-04-21 19:36:04.754097
7443033,2024-04-21,A,1.8,1227,21.48,15:14:02,AC2 31,13,10.968784183333334,2024-04-22 08:41:25.149910,2024-04-22 08:52:23.276961
7437067,2024-04-21,B,1.8,1175,20.92,15:55:40,AC2 31,13,11.335993783333333,2024-04-21 21:21:21.300625,2024-04-21 21:32:41.460252
7443033,2024-04-21,A,1.8,1227,2.0,15:02:09,AC2 31,13,10.968784183333334,2024-04-22 08:41:25.149910,2024-04-22 08:52:23.276961
7437067,2024-04-21,B,1.8,1175,2.04,15:47:02,AC2 31,13,11.335993783333333,2024-04-21 21:21:21.300625,2024-04-21 21:32:41.460252
7434036,2024-04-22,B,1.48,1231,22.66,15:40:34,AC2 31,13,11.630212416666666,2024-04-22 16:38:52.063509,2024-04-22 16:50:29.876254
7434039,2024-04-22,B,1.48,1230,22.84,15:28:57,AC2 31,13,12.884987916666667,2024-04-22 17:14:23.231818,2024-04-22 17:27:16.331093
7434053,2024-04-22,C,1.5,1228,22.98,15:56:48,AC2 31,13,11.36907155,2024-04-22 19:00:22.021566,2024-04-22 19:11:44.165859
7243064,2024-04-22,B,1.8,1209,22.66,15:12:05,AC1 37,13,12.472141866666668,2024-04-22 09:29:46.687662,2024-04-22 09:42:15.016174
7243064,2024-04-22,B,1.8,1209,0.86,15:03:04,AC1 37,13,12.472141866666668,2024-04-22 09:29:46.687662,2024-04-22 09:42:15.016174
7227115,2024-04-23,C,2.0,950,14.6,15:01:18,AC1 31,4,12.551856166666665,2024-04-23 07:41:08.127841,2024-04-23 07:53:41.239211
7450064,2024-04-25,A,1.6,1229,19.06,15:02:28,AC2 31,13,10.851951866666667,2024-04-26 07:22:49.818164,2024-04-26 07:33:40.935276
7450048,2024-04-25,B,1.45,1229,21.46,15:59:20,AC2 31,13,12.067969766666666,2024-04-26 03:50:29.677879,2024-04-26 04:02:33.756065
7450057,2024-04-25,A,1.5,1231,21.2,15:45:29,AC2 31,13,12.001467133333334,2024-04-26 06:00:04.674041,2024-04-26 06:12:04.762069
7451056,2024-04-25,A,1.5,1229,21.6,15:19:21,AC2 31,13,12.259622633333333,2024-04-26 12:41:53.861353,2024-04-26 12:54:09.438711
7450058,2024-04-25,A,1.5,1229,20.92,15:32:04,AC2 31,13,10.857846566666666,2024-04-26 06:23:43.504886,2024-04-26 06:34:34.975680
7450048,2024-04-25,B,1.45,1229,1.56,15:50:10,AC2 31,13,12.067969766666666,2024-04-26 03:50:29.677879,2024-04-26 04:02:33.756065
7450057,2024-04-25,A,1.5,1231,1.7,15:36:41,AC2 31,13,12.001467133333334,2024-04-26 06:00:04.674041,2024-04-26 06:12:04.762069
7451056,2024-04-25,A,1.5,1229,1.38,15:09:35,AC2 31,13,12.259622633333333,2024-04-26 12:41:53.861353,2024-04-26 12:54:09.438711
7450058,2024-04-25,A,1.5,1229,2.0,15:22:32,AC2 31,13,10.857846566666666,2024-04-26 06:23:43.504886,2024-04-26 06:34:34.975680
7446028,2024-04-26,B,2.36,1239,22.68,15:57:00,RC3 1,4,17.364068316666664,2024-04-26 11:10:34.752332,2024-04-26 11:27:56.596431
7443067,2024-04-26,B,1.8,1171,22.62,15:49:16,AC2 31,13,11.281837316666667,2024-04-26 10:19:51.539946,2024-04-26 10:31:08.450185
7442069,2024-04-26,B,1.75,1176,1.28,15:10:45,AC2 31,13,11.13398245,2024-04-26 09:57:28.081881,2024-04-26 10:08:36.120828
7442069,2024-04-26,B,1.75,1176,20.58,15:48:11,AC2 31,13,11.13398245,2024-04-26 09:57:28.081881,2024-04-26 10:08:36.120828
7443067,2024-04-26,B,1.8,1171,0.0,15:29:35,AC2 31,13,11.281837316666667,2024-04-26 10:19:51.539946,2024-04-26 10:31:08.450185
7442069,2024-04-26,B,1.75,1176,0.0,15:11:07,AC2 31,13,11.13398245,2024-04-26 09:57:28.081881,2024-04-26 10:08:36.120828
7450051,2024-04-27,D,1.45,1233,20.9,15:20:08,AC2 31,13,11.18230515,2024-04-28 00:00:51.632503,2024-04-28 00:12:02.570812
7451045,2024-04-27,D,1.5,1231,19.36,15:57:58,AC5 34,13,11.140766216666666,2024-04-28 02:45:23.964195,2024-04-28 02:56:32.410168
7451059,2024-04-27,D,1.5,1228,21.6,15:03:45,AC2 31,13,13.022513400000001,2024-04-28 05:06:21.046491,2024-04-28 05:19:22.397295
7445070,2024-04-27,C,1.5,1232,21.78,15:35:58,AC2 31,13,11.285510350000001,2024-04-27 17:24:52.938314,2024-04-27 17:36:10.068935
7450051,2024-04-27,D,1.45,1233,1.52,15:10:14,AC2 31,13,11.18230515,2024-04-28 00:00:51.632503,2024-04-28 00:12:02.570812
7451045,2024-04-27,D,1.5,1231,1.9,15:46:42,AC5 34,13,11.140766216666666,2024-04-28 02:45:23.964195,2024-04-28 02:56:32.410168
7451045,2024-04-27,D,1.5,1231,1.92,15:58:29,AC5 34,13,11.140766216666666,2024-04-28 02:45:23.964195,2024-04-28 02:56:32.410168
7445070,2024-04-27,C,1.5,1232,1.26,15:26:23,AC2 31,13,11.285510350000001,2024-04-27 17:24:52.938314,2024-04-27 17:36:10.068935
7448037,2024-04-28,A,3.0,1809,27.72,15:45:57,AC2 32,4,16.4407003,2024-04-29 00:06:30.053673,2024-04-29 00:22:56.495691
7448063,2024-04-28,D,4.2,1613,24.5,15:57:46,AC2 31,13,17.228870416666666,2024-04-29 08:08:07.633653,2024-04-29 08:25:21.365878
7448034,2024-04-28,A,3.0,1810,28.36,15:30:38,AC2 32,13,19.2353834,2024-04-28 23:28:35.243408,2024-04-28 23:47:49.366412
7448045,2024-04-28,A,3.0,1809,28.52,15:07:55,AC2 32,13,15.263844283333333,2024-04-29 02:16:08.901475,2024-04-29 02:31:24.732132
7448047,2024-04-28,A,3.0,1808,28.56,15:18:28,AC2 32,13,16.728616483333333,2024-04-29 02:31:24.732132,2024-04-29 02:48:08.449121
7448063,2024-04-28,D,4.2,1613,2.72,15:58:27,AC2 31,13,17.228870416666666,2024-04-29 08:08:07.633653,2024-04-29 08:25:21.365878
0360265,2024-04-29,A,3.2,1114,14.52,15:51:14,AC1 34,13,19.19576281666667,2024-04-29 06:17:06.979858,2024-04-29 06:36:18.725627
0360532,2024-04-29,A,2.3,1191,23.04,15:32:17,RC3 1,13,15.391018283333333,2024-04-29 07:40:24.719225,2024-04-29 07:55:48.180322
0360561,2024-04-29,A,1.8,1217,21.64,15:11:11,AC1 37,13,12.3497637,2024-04-29 08:55:04.044373,2024-04-29 09:07:25.030195
0360561,2024-04-29,A,1.8,1217,0.84,15:14:48,AC1 37,13,12.3497637,2024-04-29 08:55:04.044373,2024-04-29 09:07:25.030195
0360561,2024-04-29,A,1.8,1217,0.86,15:01:43,AC1 37,13,12.3497637,2024-04-29 08:55:04.044373,2024-04-29 09:07:25.030195
0360265,2024-04-29,A,3.2,1114,4.42,15:43:35,AC1 34,13,19.19576281666667,2024-04-29 06:17:06.979858,2024-04-29 06:36:18.725627
7422029,2024-04-30,B,2.2,1302,24.62,15:38:30,AC1 37,13,17.208244999999998,2024-04-30 11:25:59.031184,2024-04-30 11:43:11.525884
HH37338,2024-04-30,B,1.5,1224,8.48,15:58:22,AC5 34,13,10.52225125,2024-05-01 08:56:42.452177,2024-05-01 09:07:13.787252
HH36400,2024-04-30,B,4.4,1252,8.1,15:00:41,AC2 31,13,16.388315833333333,2024-05-01 08:40:19.153227,2024-05-01 08:56:42.452177
7441112,2024-04-30,C,2.3,1197,21.72,15:19:22,RC3 1,13,16.877284533333334,2024-04-30 20:56:00.627491,2024-04-30 21:12:53.264563
7441112,2024-04-30,C,2.3,1197,21.72,15:19:22,RC3 1,13,16.877284533333334,2024-04-30 20:56:00.627491,2024-04-30 21:12:53.264563
7441112,2024-04-30,C,2.3,1197,1.16,15:24:57,RC3 1,13,16.877284533333334,2024-04-30 20:56:00.627491,2024-04-30 21:12:53.264563
7441112,2024-04-30,C,2.3,1197,1.16,15:24:57,RC3 1,13,16.877284533333334,2024-04-30 20:56:00.627491,2024-04-30 21:12:53.264563
7441021,2024-05-01,D,3.0,1358,24.8,15:34:37,AC1 37,13,14.672731933333333,2024-05-01 18:13:11.724109,2024-05-01 18:27:52.088025
9811014,2024-05-01,D,2.9,1239,22.4,15:03:50,AC2 31,13,16.556129066666667,2024-05-02 01:25:03.120088,2024-05-02 01:41:36.487832
HR56747,2024-05-01,D,4.0,1225,22.66,15:49:39,RC7 4,13,17.35931713333333,2024-05-02 03:17:31.879280,2024-05-02 03:34:53.438308
9811095,2024-05-02,A,2.0,854,16.52,15:07:05,CC1 33,13,13.09397255,2024-05-02 23:36:56.664859,2024-05-02 23:50:02.303212
9811111,2024-05-03,A,4.4,1395,24.88,15:55:12,RC1 18,13,16.3598003,2024-05-03 15:17:31.707001,2024-05-03 15:33:53.295019
0360266,2024-05-03,A,1.4,1231,10.4,15:09:25,AC2 31,13,12.450931916666667,2024-05-03 06:46:52.531918,2024-05-03 06:59:19.587833
0360266,2024-05-03,A,1.4,1231,5.3,15:20:41,AC2 31,13,12.450931916666667,2024-05-03 06:46:52.531918,2024-05-03 06:59:19.587833
7439119,2024-05-03,A,2.0,849,16.82,15:41:20,CC1 33,13,11.227388233333333,2024-05-03 12:31:03.577418,2024-05-03 12:42:17.220712
0360266,2024-05-03,A,1.4,1231,0.78,15:24:04,AC2 31,13,12.450931916666667,2024-05-03 06:46:52.531918,2024-05-03 06:59:19.587833
0360266,2024-05-03,A,1.4,1231,0.42,15:12:59,AC2 31,13,12.450931916666667,2024-05-03 06:46:52.531918,2024-05-03 06:59:19.587833
7504012,2024-05-14,D,2.9,1234,11.82,15:50:46,AC2 31,13,16.967732283333333,2024-05-14 12:43:21.840124,2024-05-14 13:00:19.904061
7504012,2024-05-14,D,2.9,1234,6.88,15:56:42,AC2 31,13,16.967732283333333,2024-05-14 12:43:21.840124,2024-05-14 13:00:19.904061
7507078,2024-05-14,A,1.8,1169,21.26,15:04:24,AC2 31,13,13.605609783333334,2024-05-14 18:25:42.294739,2024-05-14 18:39:18.631326
7505041,2024-05-14,D,2.3,1237,11.9,15:21:37,AC2 31,13,16.44901245,2024-05-14 14:41:19.363924,2024-05-14 14:57:46.304671
7505041,2024-05-14,D,2.3,1237,10.26,15:28:26,AC2 31,13,16.44901245,2024-05-14 14:41:19.363924,2024-05-14 14:57:46.304671
7504012,2024-05-14,D,2.9,1234,0.82,15:36:09,AC2 31,13,16.967732283333333,2024-05-14 12:43:21.840124,2024-05-14 13:00:19.904061
7504012,2024-05-14,D,2.9,1234,3.16,15:44:19,AC2 31,13,16.967732283333333,2024-05-14 12:43:21.840124,2024-05-14 13:00:19.904061
7504012,2024-05-14,D,2.9,1234,0.78,15:38:01,AC2 31,13,16.967732283333333,2024-05-14 12:43:21.840124,2024-05-14 13:00:19.904061
7505041,2024-05-14,D,2.3,1237,0.66,15:11:13,AC2 31,13,16.44901245,2024-05-14 14:41:19.363924,2024-05-14 14:57:46.304671
7505041,2024-05-14,D,2.3,1237,0.8,15:14:06,AC2 31,13,16.44901245,2024-05-14 14:41:19.363924,2024-05-14 14:57:46.304671
7507092,2024-05-15,A,1.75,1171,19.9,15:21:19,AC2 31,13,12.755472183333334,2024-05-15 13:13:26.681690,2024-05-15 13:26:12.010021
7509045,2024-05-15,A,3.8,1523,25.62,15:03:08,AC2 31,13,16.842828683333334,2024-05-15 13:26:12.010021,2024-05-15 13:43:02.579742
9811162,2024-05-15,B,2.6,1464,21.72,15:39:48,AC5 37,13,17.172616100000003,2024-05-15 20:05:44.953794,2024-05-15 20:22:55.310760
9811163,2024-05-15,B,2.3,1235,11.46,15:51:44,AC2 31,13,17.469688066666667,2024-05-15 20:22:55.310760,2024-05-15 20:40:23.492044
7507092,2024-05-15,A,1.75,1171,1.34,15:09:32,AC2 31,13,12.755472183333334,2024-05-15 13:13:26.681690,2024-05-15 13:26:12.010021
9811162,2024-05-15,B,2.6,1464,2.34,15:40:31,AC5 37,13,17.172616100000003,2024-05-15 20:05:44.953794,2024-05-15 20:22:55.310760
7510093,2024-05-16,C,2.4,1057,9.62,15:46:37,AC2 31,13,15.9118119,2024-05-16 23:06:11.986422,2024-05-16 23:22:06.695136
7510093,2024-05-16,C,2.4,1057,8.72,15:53:25,AC2 31,13,15.9118119,2024-05-16 23:06:11.986422,2024-05-16 23:22:06.695136
7510032,2024-05-16,B,1.9,1229,21.64,15:32:47,AC1 36,13,11.628704733333333,2024-05-16 15:56:01.998783,2024-05-16 16:07:39.721067
0359341,2024-05-16,B,2.5,1147,20.3,15:14:17,CC3 32,13,15.728588166666666,2024-05-16 06:16:16.583913,2024-05-16 06:32:00.299203
